GEOID,NAME,STATE,COUNTY,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,C_TOT24,CTOTMOE,C_NHS24,CNHSMOE,C_AMI24,CAMIMOE,C_ASI24,CASIMOE,C_BLA24,CBLAMOE,C_NHP24,CNHPMOE,C_WHT24,CWHTMOE,C_AIW24,CAIWMOE,C_ASW24,CASWMOE,C_BLW24,CBLWMOE,C_AIB24,CAIBMOE,C_2OM24,C2OMMOE,C_HSP24,CHSPMOE,C_AIA24,CAIAMOE,C_ASN24,CASNMOE,C_BLK24,CBLKMOE,CVAP_TOT24,CVAPTOTMOE,CVAP_NHS24,CVAPNHSMOE,CVAP_AMI24,CVAPAMIMOE,CVAP_ASI24,CVAPASIMOE,CVAP_BLA24,CVAPBLAMOE,CVAP_NHP24,CVAPNHPMOE,CVAP_WHT24,CVAPWHTMOE,CVAP_AIW24,CVAPAIWMOE,CVAP_ASW24,CVAPASWMOE,CVAP_BLW24,CVAPBLWMOE,CVAP_AIB24,CVAPAIBMOE,CVAP_2OM24,CVAP2OMMOE,CVAP_HSP24,CVAPHSPMOE,CVAP_AIA24,CVAPAIAMOE,CVAP_ASN24,CVAPASNMOE,CVAP_BLK24,CVAPBLKMOE
371419202022,"Block Group 2, Census Tract 9202.02, Pender County, North Carolina",North Carolina,Pender County,37,141,920202,2,4533,891,4302,875,0,14,64,67,0,14,0,14,4163,883,23,24,52,54,0,14,0,14,0,14,231,184,23,31.11,116,86.05,0,24.25,3239,644,3157,644,0,14,64,67,0,14,0,14,3032,639,22,24,39,49,0,14,0,14,0,14,82,70,22,31.11,103,83.01,0,24.25
371419202023,"Block Group 3, Census Tract 9202.02, Pender County, North Carolina",North Carolina,Pender County,37,141,920202,3,1984,398,1925,378,0,14,0,14,47,58,0,14,1855,376,18,24,0,14,0,14,5,9,0,14,59,99,23,29.21,0,19.8,52,60.34,1689,333,1673,330,0,14,0,14,46,58,0,14,1617,325,10,12,0,14,0,14,0,14,0,14,16,28,10,23.15,0,19.8,46,61.29
371419202031,"Block Group 1, Census Tract 9202.03, Pender County, North Carolina",North Carolina,Pender County,37,141,920203,1,3557,667,3030,576,7,14,0,14,355,228,0,14,2385,484,16,11,0,14,267,210,0,14,0,14,527,364,23,22.65,0,19.8,622,310.29,2469,527,2310,466,10,14,0,14,357,228,0,14,1777,386,12,11,0,14,154,172,0,14,0,14,159,168,22,22.65,0,19.8,511,285.94
371419202032,"Block Group 2, Census Tract 9202.03, Pender County, North Carolina",North Carolina,Pender County,37,141,920203,2,2851,681,2765,651,0,14,0,14,432,472,4,8,2284,569,8,14,37,55,0,14,0,14,0,14,86,139,8,24.25,37,56.75,432,472.42,2279,505,2226,491,0,14,0,14,352,368,0,14,1867,449,7,14,0,14,0,14,0,14,0,14,53,82,7,24.25,0,19.8,352,368.53
371419202041,"Block Group 1, Census Tract 9202.04, Pender County, North Carolina",North Carolina,Pender County,37,141,920204,1,627,210,627,210,0,14,0,14,95,110,0,14,485,165,25,31,0,14,10,22,0,14,12,17,0,14,25,36.78,0,19.8,105,113.05,525,171,525,171,0,14,0,14,72,74,0,14,429,150,0,14,0,14,11,22,0,14,13,17,0,14,0,24.25,0,19.8,83,78.46
371419202042,"Block Group 2, Census Tract 9202.04, Pender County, North Carolina",North Carolina,Pender County,37,141,920204,2,1194,349,1187,347,4,13,0,14,474,241,0,14,709,305,0,14,0,14,0,14,0,14,0,14,7,15,4,23.69,0,19.8,474,241.81,1078,322,1070,321,7,13,0,14,394,190,0,14,669,300,0,14,0,14,0,14,0,14,0,14,8,15,7,23.69,0,19.8,394,191.03
371419203001,"Block Group 1, Census Tract 9203, Pender County, North Carolina",North Carolina,Pender County,37,141,009203,1,1681,415,1665,414,0,14,0,14,315,140,4,8,1297,391,16,12,6,11,0,14,0,14,27,54,16,24,16,23.15,6,17.8,315,141.39,1399,346,1387,346,0,14,0,14,248,113,0,14,1098,324,12,11,0,14,0,14,0,14,29,54,12,19,12,22.65,0,19.8,248,114.72
371419203002,"Block Group 2, Census Tract 9203, Pender County, North Carolina",North Carolina,Pender County,37,141,009203,2,1304,377,1246,388,0,14,0,14,99,95,0,14,1143,359,4,4,0,14,0,14,0,14,0,14,58,61,4,20.2,0,19.8,99,97.04,978,242,921,258,0,14,0,14,81,75,0,14,840,242,0,14,0,14,0,14,0,14,0,14,57,61,0,24.25,0,19.8,81,77.57
371419203003,"Block Group 3, Census Tract 9203, Pender County, North Carolina",North Carolina,Pender County,37,141,009203,3,559,186,540,185,0,14,0,14,174,104,0,14,341,155,5,8,0,14,20,37,0,14,0,14,19,40,5,21.35,0,19.8,194,111.27,519,172,502,171,0,14,0,14,171,104,0,14,319,141,0,14,0,14,12,21,0,14,0,14,17,40,0,24.25,0,19.8,183,107.02
371419204011,"Block Group 1, Census Tract 9204.01, Pender County, North Carolina",North Carolina,Pender County,37,141,920401,1,839,272,738,265,0,14,0,14,312,282,0,14,422,186,4,8,0,14,0,14,0,14,0,14,101,115,4,21.35,0,19.8,312,282.69,532,149,532,149,0,14,0,14,194,151,0,14,338,142,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,194,152.29
371419204012,"Block Group 2, Census Tract 9204.01, Pender County, North Carolina",North Carolina,Pender County,37,141,920401,2,1700,257,1497,240,0,14,30,30,326,166,0,14,1025,207,19,22,0,14,97,124,0,14,0,14,203,142,19,29.6,30,33.11,423,207.67,1336,198,1178,173,0,14,22,27,279,145,0,14,847,155,16,22,0,14,14,23,0,14,0,14,158,111,16,29.6,22,30.41,293,147.48
371419204021,"Block Group 1, Census Tract 9204.02, Pender County, North Carolina",North Carolina,Pender County,37,141,920402,1,1066,281,1029,275,11,13,33,79,101,77,0,14,874,289,10,13,0,14,0,14,0,14,0,14,37,55,21,23.11,33,80.23,101,79.5,794,193,758,181,11,13,15,40,101,77,0,14,621,180,10,10,0,14,0,14,0,14,0,14,36,55,21,21.56,15,42.38,101,79.5
371419204022,"Block Group 2, Census Tract 9204.02, Pender County, North Carolina",North Carolina,Pender County,37,141,920402,2,2355,631,2342,635,0,14,0,14,670,251,0,14,1614,631,29,48,0,14,11,16,18,23,0,14,13,18,47,55.04,0,19.8,699,252.56,1992,493,1978,498,0,14,0,14,573,185,0,14,1361,503,20,33,0,14,8,16,16,23,0,14,14,18,36,42.59,0,19.8,597,187.11
371419204031,"Block Group 1, Census Tract 9204.03, Pender County, North Carolina",North Carolina,Pender County,37,141,920403,1,691,247,656,245,0,14,0,14,30,35,0,14,626,238,0,14,0,14,0,14,0,14,0,14,35,52,0,24.25,0,19.8,30,40.21,603,208,570,204,0,14,0,14,27,35,0,14,543,196,0,14,0,14,0,14,0,14,0,14,33,52,0,24.25,0,19.8,27,40.21
371419204032,"Block Group 2, Census Tract 9204.03, Pender County, North Carolina",North Carolina,Pender County,37,141,920403,2,1167,251,1123,254,0,14,0,14,309,170,0,14,803,216,5,5,0,14,0,14,6,8,0,14,44,40,11,16.88,0,19.8,315,170.76,949,184,918,184,0,14,4,8,245,119,0,14,669,164,0,14,0,14,0,14,0,14,0,14,31,35,0,24.25,4,16.12,245,120.64
371419204033,"Block Group 3, Census Tract 9204.03, Pender County, North Carolina",North Carolina,Pender County,37,141,920403,3,1221,354,1204,353,0,14,0,14,190,116,0,14,992,305,22,31,0,14,0,14,0,14,0,14,17,24,22,36.78,0,19.8,190,117.68,963,291,963,291,0,14,0,14,150,96,0,14,790,246,23,31,0,14,0,14,0,14,0,14,0,14,23,36.78,0,19.8,150,98.02
371419205011,"Block Group 1, Census Tract 9205.01, Pender County, North Carolina",North Carolina,Pender County,37,141,920501,1,2056,388,1963,421,0,14,4,8,976,265,0,14,983,318,0,14,0,14,0,14,0,14,0,14,93,87,0,24.25,4,16.12,976,265.74,1623,329,1573,339,0,14,0,14,782,205,0,14,787,268,0,14,0,14,0,14,4,8,0,14,50,76,4,21.35,0,19.8,786,205.63
371419205012,"Block Group 2, Census Tract 9205.01, Pender County, North Carolina",North Carolina,Pender County,37,141,920501,2,1507,472,1060,305,0,14,0,14,445,230,0,14,539,208,46,43,0,14,18,21,0,14,12,18,447,366,46,47.34,0,19.8,463,231.38,1082,304,882,253,0,14,0,14,403,209,0,14,416,149,45,42,0,14,13,18,0,14,5,7,200,178,45,46.43,0,19.8,416,210.24
371419205013,"Block Group 3, Census Tract 9205.01, Pender County, North Carolina",North Carolina,Pender County,37,141,920501,3,1076,324,1013,305,0,14,0,14,240,151,0,14,726,303,0,14,0,14,0,14,47,63,0,14,63,106,47,66.04,0,19.8,287,164.21,998,308,955,296,0,14,0,14,240,151,0,14,666,298,0,14,0,14,0,14,49,63,0,14,43,74,49,66.04,0,19.8,289,164.21
371419205021,"Block Group 1, Census Tract 9205.02, Pender County, North Carolina",North Carolina,Pender County,37,141,920502,1,1547,291,1191,231,0,14,0,14,113,81,5,9,1019,239,23,20,0,14,6,5,25,36,0,14,356,223,48,43.5,0,19.8,144,88.78,1179,185,1037,175,0,14,0,14,106,77,0,14,882,183,22,20,0,14,4,5,23,36,0,14,142,87,45,43.5,0,19.8,133,85.15
371419206011,"Block Group 1, Census Tract 9206.01, Pender County, North Carolina",North Carolina,Pender County,37,141,920601,1,2870,509,2411,505,71,45,32,48,638,422,0,14,1608,259,15,15,0,14,40,62,0,14,7,10,459,290,86,49.46,32,50.0,678,426.76,2104,338,1750,281,35,21,31,48,265,131,0,14,1375,238,15,15,0,14,22,36,0,14,7,10,354,242,50,29.36,31,50.0,287,136.58
371419206021,"Block Group 1, Census Tract 9206.02, Pender County, North Carolina",North Carolina,Pender County,37,141,920602,1,2302,575,2264,575,0,14,0,14,313,221,0,14,1951,538,0,14,0,14,0,14,0,14,0,14,38,61,0,24.25,0,19.8,313,221.89,2103,517,2067,514,0,14,0,14,312,221,0,14,1755,474,0,14,0,14,0,14,0,14,0,14,36,61,0,24.25,0,19.8,312,221.89
371419206022,"Block Group 2, Census Tract 9206.02, Pender County, North Carolina",North Carolina,Pender County,37,141,920602,2,2742,735,2259,606,0,14,0,14,330,205,0,14,1835,603,39,59,0,14,55,110,0,14,0,14,483,353,39,62.23,0,19.8,385,233.07,1733,448,1541,389,6,5,0,14,233,135,0,14,1222,374,22,34,0,14,58,110,0,14,0,14,192,164,28,37.11,0,19.8,291,174.7
371419206023,"Block Group 3, Census Tract 9206.02, Pender County, North Carolina",North Carolina,Pender County,37,141,920602,3,1467,650,1215,485,0,14,0,14,63,146,0,14,1133,443,19,30,0,14,0,14,0,14,0,14,252,486,19,35.94,0,19.8,63,147.34,1134,502,1076,410,0,14,0,14,48,102,0,14,1009,384,19,30,0,14,0,14,0,14,0,14,58,331,19,35.94,0,19.8,48,103.9
371419901000,"Block Group 0, Census Tract 9901, Pender County, North Carolina",North Carolina,Pender County,37,141,009901,0,5,9,5,9,0,14,0,14,0,14,0,14,5,9,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,0,24.25,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,0,24.25
371439201011,"Block Group 1, Census Tract 9201.01, Perquimans County, North Carolina",North Carolina,Perquimans County,37,143,920101,1,1083,285,965,281,0,14,0,14,294,172,0,14,671,254,0,14,0,14,0,14,0,14,0,14,118,103,0,24.25,0,19.8,294,173.14,874,231,799,227,0,14,0,14,260,145,0,14,539,192,0,14,0,14,0,14,0,14,0,14,75,77,0,24.25,0,19.8,260,146.35
371439201012,"Block Group 2, Census Tract 9201.01, Perquimans County, North Carolina",North Carolina,Perquimans County,37,143,920101,2,1312,364,1312,364,0,14,0,14,347,179,0,14,910,300,7,11,0,14,8,8,40,59,0,14,0,14,47,61.63,0,19.8,395,188.64,1087,318,1082,318,0,14,0,14,207,105,0,14,860,285,6,11,0,14,9,8,0,14,0,14,5,15,6,22.65,0,19.8,216,106.23
371439201013,"Block Group 3, Census Tract 9201.01, Perquimans County, North Carolina",North Carolina,Perquimans County,37,143,920101,3,1182,267,1168,271,0,14,0,14,256,115,0,14,899,266,13,20,0,14,0,14,0,14,0,14,14,24,13,28.14,0,19.8,256,116.69,996,241,980,245,0,14,0,14,254,115,0,14,714,250,12,20,0,14,0,14,0,14,0,14,16,24,12,28.14,0,19.8,254,116.69
371439201020,"Block Group 0, Census Tract 9201.02, Perquimans County, North Carolina",North Carolina,Perquimans County,37,143,920102,0,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,0,24.25,4,8,4,8,0,14,4,8,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,4,16.12,0,24.25
371439201021,"Block Group 1, Census Tract 9201.02, Perquimans County, North Carolina",North Carolina,Perquimans County,37,143,920102,1,620,261,620,261,0,14,0,14,256,190,0,14,347,146,17,25,0,14,0,14,0,14,0,14,0,14,17,31.89,0,19.8,256,191.03,572,245,572,245,0,14,0,14,239,184,0,14,310,130,18,25,0,14,0,14,5,9,0,14,0,14,23,30.03,0,19.8,244,184.75
371439201022,"Block Group 2, Census Tract 9201.02, Perquimans County, North Carolina",North Carolina,Perquimans County,37,143,920102,2,1376,312,1321,309,0,14,28,40,34,39,0,14,1214,307,0,14,0,14,0,14,45,66,0,14,55,59,45,68.91,28,42.38,79,77.93,1120,294,1084,289,0,14,29,40,37,39,0,14,969,280,0,14,0,14,0,14,49,66,0,14,36,46,49,68.91,29,42.38,86,77.93
371439201023,"Block Group 3, Census Tract 9201.02, Perquimans County, North Carolina",North Carolina,Perquimans County,37,143,920102,3,1035,391,1035,391,0,14,0,14,329,177,0,14,706,292,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,329,178.1,865,292,865,292,0,14,9,18,301,160,0,14,555,191,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,9,22.8,301,161.22
371439202011,"Block Group 1, Census Tract 9202.01, Perquimans County, North Carolina",North Carolina,Perquimans County,37,143,920201,1,1033,280,1033,280,0,14,0,14,489,257,0,14,535,169,0,14,0,14,0,14,0,14,9,13,0,14,0,24.25,0,19.8,489,257.76,818,194,810,194,0,14,0,14,339,157,0,14,464,136,0,14,0,14,0,14,0,14,7,13,8,14,0,24.25,0,19.8,339,158.24
371439202012,"Block Group 2, Census Tract 9202.01, Perquimans County, North Carolina",North Carolina,Perquimans County,37,143,920201,2,918,255,824,248,0,14,0,14,137,103,0,14,683,255,4,5,0,14,0,14,0,14,0,14,94,79,4,20.42,0,19.8,137,104.89,593,164,543,168,0,14,0,14,104,66,0,14,434,171,5,5,0,14,0,14,0,14,0,14,50,52,5,20.42,0,19.8,104,68.91
371439202013,"Block Group 3, Census Tract 9202.01, Perquimans County, North Carolina",North Carolina,Perquimans County,37,143,920201,3,674,246,629,245,0,14,0,14,329,212,0,14,282,95,10,17,0,14,8,17,0,14,0,14,45,60,10,26.1,0,19.8,337,213.14,564,191,519,188,0,14,0,14,266,169,0,14,244,69,9,17,0,14,0,14,0,14,0,14,45,60,9,26.1,0,19.8,266,170.16
371439202020,"Block Group 0, Census Tract 9202.02, Perquimans County, North Carolina",North Carolina,Perquimans County,37,143,920202,0,6,9,6,9,0,14,0,14,0,14,0,14,6,9,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,0,24.25,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,0,24.25
371439202021,"Block Group 1, Census Tract 9202.02, Perquimans County, North Carolina",North Carolina,Perquimans County,37,143,920202,1,1296,243,1296,243,0,14,22,28,79,82,0,14,1151,215,16,21,17,25,11,17,0,14,0,14,0,14,16,28.86,39,37.54,90,84.91,1235,215,1235,215,0,14,20,28,77,82,0,14,1096,188,18,21,15,25,9,17,0,14,0,14,0,14,18,28.86,35,37.54,86,84.91
371439202022,"Block Group 2, Census Tract 9202.02, Perquimans County, North Carolina",North Carolina,Perquimans County,37,143,920202,2,657,368,657,368,0,14,0,14,266,151,0,14,360,318,31,36,0,14,0,14,0,14,0,14,0,14,31,41.09,0,19.8,266,152.29,331,151,331,151,0,14,0,14,157,93,0,14,162,116,12,16,0,14,0,14,0,14,0,14,0,14,12,25.46,0,19.8,157,95.08
371439202023,"Block Group 3, Census Tract 9202.02, Perquimans County, North Carolina",North Carolina,Perquimans County,37,143,920202,3,1666,411,1614,410,0,14,0,14,0,14,0,14,1594,400,20,24,0,14,0,14,0,14,0,14,52,80,20,31.11,0,19.8,0,24.25,1382,316,1371,316,0,14,0,14,0,14,0,14,1349,310,22,24,0,14,0,14,0,14,0,14,11,21,22,31.11,0,19.8,0,24.25
371439202024,"Block Group 4, Census Tract 9202.02, Perquimans County, North Carolina",North Carolina,Perquimans County,37,143,920202,4,321,221,321,221,0,14,0,14,6,14,0,14,286,210,0,14,29,39,0,14,0,14,0,14,0,14,0,24.25,29,41.44,6,24.25,309,214,309,214,0,14,0,14,10,14,0,14,286,210,0,14,13,13,0,14,0,14,0,14,0,14,0,24.25,13,19.1,10,24.25
371459201001,"Block Group 1, Census Tract 9201, Person County, North Carolina",North Carolina,Person County,37,145,009201,1,2421,469,2387,465,44,26,0,14,493,208,0,14,1775,352,24,21,8,8,19,21,0,14,24,25,34,33,68,36.24,8,16.12,512,209.53,1957,360,1949,355,39,21,0,14,390,152,0,14,1473,288,22,15,7,8,6,12,0,14,12,16,8,11,61,29.36,7,16.12,396,153.11
371459201002,"Block Group 2, Census Tract 9201, Person County, North Carolina",North Carolina,Person County,37,145,009201,2,1251,633,1251,633,0,14,0,14,615,660,0,14,625,288,0,14,0,14,11,16,0,14,0,14,0,14,0,24.25,0,19.8,626,660.34,1003,437,1003,438,0,14,0,14,430,433,0,14,562,255,0,14,0,14,11,16,0,14,0,14,0,14,0,24.25,0,19.8,441,433.52
371459201003,"Block Group 3, Census Tract 9201, Person County, North Carolina",North Carolina,Person County,37,145,009201,3,1570,445,1454,445,0,14,0,14,0,14,0,14,1435,448,19,35,0,14,0,14,0,14,0,14,116,85,19,40.21,0,19.8,0,24.25,1266,391,1182,391,0,14,0,14,0,14,0,14,1165,395,17,35,0,14,0,14,0,14,0,14,84,70,17,40.21,0,19.8,0,24.25
371459201004,"Block Group 4, Census Tract 9201, Person County, North Carolina",North Carolina,Person County,37,145,009201,4,1669,668,1669,668,0,14,0,14,911,612,0,14,686,258,6,9,22,30,44,57,0,14,0,14,0,14,6,21.75,22,33.11,955,614.81,1341,550,1341,550,0,14,0,14,783,529,0,14,529,171,7,9,22,30,0,14,0,14,0,14,0,14,7,21.75,22,33.11,783,529.37
371459202001,"Block Group 1, Census Tract 9202, Person County, North Carolina",North Carolina,Person County,37,145,009202,1,619,216,613,216,0,14,0,14,118,135,0,14,406,148,0,14,0,14,89,100,0,14,0,14,6,9,0,24.25,0,19.8,207,168.59,592,199,592,199,0,14,0,14,101,107,0,14,408,148,0,14,0,14,83,100,0,14,0,14,0,14,0,24.25,0,19.8,184,147.12
371459202002,"Block Group 2, Census Tract 9202, Person County, North Carolina",North Carolina,Person County,37,145,009202,2,1055,436,1035,439,0,14,0,14,180,250,0,14,841,340,14,15,0,14,0,14,0,14,0,14,20,35,14,24.84,0,19.8,180,250.78,997,403,977,405,0,14,0,14,151,204,0,14,808,328,18,15,0,14,0,14,0,14,0,14,20,35,18,24.84,0,19.8,151,204.96
371459202003,"Block Group 3, Census Tract 9202, Person County, North Carolina",North Carolina,Person County,37,145,009202,3,1630,459,1481,378,0,14,0,14,172,139,0,14,1309,348,0,14,0,14,0,14,0,14,0,14,149,197,0,24.25,0,19.8,172,140.4,1453,371,1383,347,0,14,0,14,175,139,0,14,1208,314,0,14,0,14,0,14,0,14,0,14,70,89,0,24.25,0,19.8,175,140.4
371459202004,"Block Group 4, Census Tract 9202, Person County, North Carolina",North Carolina,Person County,37,145,009202,4,2052,598,2052,598,0,14,0,14,242,148,0,14,1788,543,0,14,0,14,22,44,0,14,0,14,0,14,0,24.25,0,19.8,264,155.04,1637,424,1637,424,0,14,0,14,248,148,0,14,1389,376,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,248,149.32
371459203001,"Block Group 1, Census Tract 9203, Person County, North Carolina",North Carolina,Person County,37,145,009203,1,1852,648,1771,656,0,14,0,14,1053,622,0,14,668,277,0,14,0,14,50,89,0,14,0,14,81,86,0,24.25,0,19.8,1103,628.49,1544,508,1509,513,0,14,0,14,917,505,0,14,592,204,0,14,0,14,0,14,0,14,0,14,35,43,0,24.25,0,19.8,917,505.39
371459203002,"Block Group 2, Census Tract 9203, Person County, North Carolina",North Carolina,Person County,37,145,009203,2,865,446,720,428,0,14,0,14,609,430,0,14,83,74,0,14,0,14,5,9,23,48,0,14,145,119,23,51.92,0,19.8,637,432.76,525,243,438,223,0,14,0,14,336,206,0,14,80,74,0,14,0,14,0,14,22,48,0,14,87,65,22,51.92,0,19.8,358,211.98
371459203003,"Block Group 3, Census Tract 9203, Person County, North Carolina",North Carolina,Person County,37,145,009203,3,2069,534,1912,511,0,14,41,66,719,397,0,14,1152,498,0,14,0,14,0,14,0,14,0,14,157,150,0,24.25,41,67.47,719,397.49,1808,461,1652,424,0,14,40,66,614,315,0,14,998,418,0,14,0,14,0,14,0,14,0,14,156,150,0,24.25,40,67.47,614,315.62
371459203004,"Block Group 4, Census Tract 9203, Person County, North Carolina",North Carolina,Person County,37,145,009203,4,1337,390,909,314,0,14,0,14,81,94,0,14,797,296,31,36,0,14,0,14,0,14,0,14,428,176,31,41.09,0,19.8,81,96.06,899,298,817,288,0,14,0,14,79,94,0,14,706,278,32,36,0,14,0,14,0,14,0,14,82,58,32,41.09,0,19.8,79,96.06
371459204001,"Block Group 1, Census Tract 9204, Person County, North Carolina",North Carolina,Person County,37,145,009204,1,617,330,617,330,0,14,0,14,296,252,0,14,161,114,12,21,0,14,0,14,0,14,148,200,0,14,12,28.86,0,19.8,296,252.78,397,198,391,198,0,14,0,14,219,174,0,14,157,114,15,21,0,14,0,14,0,14,0,14,6,12,15,28.86,0,19.8,219,175.12
371459204002,"Block Group 2, Census Tract 9204, Person County, North Carolina",North Carolina,Person County,37,145,009204,2,1254,447,1244,445,0,14,0,14,372,187,0,14,701,337,71,63,4,8,0,14,92,176,4,5,10,20,163,187.46,4,16.12,464,257.18,1020,362,1012,359,0,14,4,8,351,173,0,14,550,259,31,33,0,14,0,14,76,151,0,14,8,20,107,155.2,4,16.12,427,230.06
371459204003,"Block Group 3, Census Tract 9204, Person County, North Carolina",North Carolina,Person County,37,145,009204,3,1612,573,1590,574,0,14,0,14,861,515,0,14,701,360,28,39,0,14,0,14,0,14,0,14,22,29,28,43.74,0,19.8,861,515.38,1332,468,1315,470,0,14,0,14,731,456,0,14,558,240,26,39,0,14,0,14,0,14,0,14,17,29,26,43.74,0,19.8,731,456.43
371459205001,"Block Group 1, Census Tract 9205, Person County, North Carolina",North Carolina,Person County,37,145,009205,1,1635,494,1341,445,0,14,0,14,68,72,0,14,1209,442,0,14,0,14,64,77,0,14,0,14,294,168,0,24.25,0,19.8,132,106.34,1372,425,1197,397,0,14,0,14,67,72,0,14,1065,390,0,14,0,14,65,77,0,14,0,14,175,105,0,24.25,0,19.8,132,106.34
371459205002,"Block Group 2, Census Tract 9205, Person County, North Carolina",North Carolina,Person County,37,145,009205,2,1643,591,1636,590,0,14,0,14,431,419,0,14,1205,474,0,14,0,14,0,14,0,14,0,14,7,23,0,24.25,0,19.8,431,419.47,1128,373,1121,369,0,14,0,14,160,149,0,14,961,351,0,14,0,14,0,14,0,14,0,14,7,23,0,24.25,0,19.8,160,150.31
371459205003,"Block Group 3, Census Tract 9205, Person County, North Carolina",North Carolina,Person County,37,145,009205,3,1970,659,1919,692,0,14,4,8,180,168,0,14,1617,673,26,35,0,14,92,96,0,14,0,14,51,88,26,40.21,4,16.12,272,194.0,1455,467,1411,495,0,14,0,14,132,105,0,14,1216,474,0,14,0,14,63,90,0,14,0,14,44,68,0,24.25,0,19.8,195,139.0
371459205004,"Block Group 4, Census Tract 9205, Person County, North Carolina",North Carolina,Person County,37,145,009205,4,1347,428,1333,421,0,14,0,14,327,146,0,14,1006,418,0,14,0,14,0,14,0,14,0,14,14,27,0,24.25,0,19.8,327,147.34,1063,333,1050,327,0,14,0,14,326,146,0,14,724,320,0,14,0,14,0,14,0,14,0,14,13,27,0,24.25,0,19.8,326,147.34
371459206011,"Block Group 1, Census Tract 9206.01, Person County, North Carolina",North Carolina,Person County,37,145,920601,1,1927,499,1879,502,0,14,0,14,1066,379,0,14,666,320,48,47,0,14,11,25,88,123,0,14,48,61,136,132.42,0,19.8,1165,399.24,1329,354,1320,353,0,14,0,14,752,289,0,14,506,227,51,47,0,14,11,25,0,14,0,14,9,19,51,51.0,0,19.8,763,290.42
371459206012,"Block Group 2, Census Tract 9206.01, Person County, North Carolina",North Carolina,Person County,37,145,920601,2,812,330,812,330,0,14,0,14,106,143,0,14,706,320,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,106,144.36,630,276,630,276,0,14,0,14,107,143,0,14,523,253,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,107,144.36
371459206013,"Block Group 3, Census Tract 9206.01, Person County, North Carolina",North Carolina,Person County,37,145,920601,3,738,337,722,337,0,14,0,14,87,149,0,14,629,280,6,12,0,14,0,14,0,14,0,14,16,26,6,23.15,0,19.8,87,150.31,578,249,572,249,0,14,0,14,38,63,0,14,529,237,5,12,0,14,0,14,0,14,0,14,6,14,5,23.15,0,19.8,38,66.04
371459206014,"Block Group 4, Census Tract 9206.01, Person County, North Carolina",North Carolina,Person County,37,145,920601,4,1863,675,1837,678,0,14,0,14,354,385,0,14,1462,565,21,28,0,14,0,14,0,14,0,14,26,46,21,34.29,0,19.8,354,385.51,1658,594,1630,597,0,14,0,14,357,385,0,14,1242,453,22,28,0,14,5,9,4,8,0,14,28,46,26,32.31,0,19.8,366,385.19
371459206021,"Block Group 1, Census Tract 9206.02, Person County, North Carolina",North Carolina,Person County,37,145,920602,1,1252,564,1125,524,0,14,0,14,497,375,0,14,628,387,0,14,0,14,0,14,0,14,0,14,127,164,0,24.25,0,19.8,497,375.52,948,396,858,358,0,14,0,14,398,293,0,14,460,208,0,14,0,14,0,14,0,14,0,14,90,112,0,24.25,0,19.8,398,293.67
371459206022,"Block Group 2, Census Tract 9206.02, Person County, North Carolina",North Carolina,Person County,37,145,920602,2,1985,552,1886,540,0,14,0,14,262,279,0,14,1589,429,10,16,0,14,0,14,25,71,0,14,99,102,35,74.11,0,19.8,287,288.23,1393,387,1362,384,0,14,0,14,114,142,0,14,1210,337,14,16,0,14,0,14,24,71,0,14,31,56,38,74.11,0,19.8,138,159.38
371459206023,"Block Group 3, Census Tract 9206.02, Person County, North Carolina",North Carolina,Person County,37,145,920602,3,1742,490,1717,486,0,14,0,14,108,133,0,14,1609,448,0,14,0,14,0,14,0,14,0,14,25,44,0,24.25,0,19.8,108,134.47,1370,404,1347,400,0,14,0,14,108,133,0,14,1232,345,0,14,0,14,7,9,0,14,0,14,23,44,0,24.25,0,19.8,115,134.04
371470001011,"Block Group 1, Census Tract 1.01, Pitt County, North Carolina",North Carolina,Pitt County,37,147,000101,1,1209,424,1201,422,0,14,91,72,75,99,0,14,1035,403,0,14,0,14,0,14,0,14,0,14,8,14,0,24.25,91,73.35,75,100.96,1157,414,1152,412,0,14,90,72,58,73,0,14,1004,397,0,14,0,14,0,14,0,14,0,14,5,14,0,24.25,90,73.35,58,75.64
